고객ID,성별,결제수단,거주지,회원등급,만족도,최근접속시간(시),선호제품군_적정온도,나이,구매수량,총결제금액
CUST_7615,기타,계좌이체,경기,Bronze,1,20,19.9,61,8,916484
CUST_7616,여성,휴대폰결제,광주,Silver,4,10,15.1,28,4,302200
CUST_7617,남성,휴대폰결제,대구,Silver,2,5,12.5,26,13,610309
CUST_7618,남성,간편결제,대구,Gold,4,4,23.6,47,40,688041
CUST_7619,여성,간편결제,광주,VIP,1,12,23.5,37,26,602629
CUST_7620,남성,신용카드,부산,Silver,3,18,27.9,33,2,827370
CUST_7621,남성,계좌이체,광주,VIP,4,7,16.0,51,15,245699
CUST_7622,남성,계좌이체,경기,VVIP,4,18,23.5,38,21,753667
CUST_7623,여성,휴대폰결제,광주,Gold,4,5,18.6,66,30,696829
CUST_7624,남성,휴대폰결제,경기,Gold,1,10,26.0,21,33,694211
CUST_7625,여성,휴대폰결제,서울,Gold,2,11,25.1,52,20,26838
CUST_7626,여성,계좌이체,광주,VIP,1,5,21.1,32,27,935256
CUST_7627,여성,계좌이체,경기,VVIP,3,3,18.3,52,47,64899
CUST_7628,기타,휴대폰결제,서울,VIP,3,18,24.8,26,12,629434
CUST_7629,여성,신용카드,대구,Gold,1,0,23.2,56,7,878252
CUST_7630,기타,계좌이체,광주,VIP,3,1,16.6,36,47,357293
CUST_7631,기타,신용카드,서울,Gold,2,14,13.4,64,24,598620
CUST_7632,남성,간편결제,서울,Silver,4,23,18.6,34,49,454147
CUST_7633,여성,신용카드,서울,Gold,5,21,27.6,45,26,817793
CUST_7634,기타,계좌이체,서울,Bronze,3,5,25.7,61,46,884449
CUST_7635,여성,신용카드,부산,Silver,3,11,14.4,39,19,442452
CUST_7636,여성,간편결제,부산,Bronze,2,20,14.2,26,35,884700
CUST_7637,기타,간편결제,광주,VVIP,3,22,26.4,54,44,289988
CUST_7638,남성,계좌이체,부산,VVIP,5,10,14.3,49,3,89224
CUST_7639,기타,휴대폰결제,광주,Silver,3,13,22.5,54,21,553492
CUST_7640,여성,계좌이체,경기,VIP,3,9,16.9,39,47,72810
CUST_7641,여성,신용카드,경기,Bronze,5,15,28.1,29,11,282897
CUST_7642,남성,신용카드,서울,VIP,5,10,16.1,37,37,562158
CUST_7643,여성,신용카드,경기,VVIP,2,2,25.7,22,11,187741
CUST_7644,기타,휴대폰결제,경기,Gold,2,13,20.9,23,32,476241
CUST_7645,여성,간편결제,광주,Bronze,5,11,21.3,34,14,902242
CUST_7646,남성,간편결제,광주,VVIP,2,1,10.1,63,40,319576
CUST_7647,기타,휴대폰결제,부산,Bronze,4,21,9.0,42,6,135044
CUST_7648,여성,신용카드,부산,VIP,3,1,18.9,45,20,33837
CUST_7649,여성,간편결제,대구,Silver,2,6,21.2,46,36,374881
CUST_7650,기타,신용카드,부산,Silver,3,19,14.4,35,7,681276
CUST_7651,기타,계좌이체,서울,VIP,5,15,14.6,35,20,282075
CUST_7652,남성,계좌이체,광주,Bronze,5,21,22.8,50,40,828393
CUST_7653,여성,계좌이체,경기,Bronze,2,2,22.8,21,27,610728
CUST_7654,남성,신용카드,서울,VVIP,3,22,19.3,30,29,347746
CUST_7655,여성,계좌이체,부산,Silver,1,0,23.9,59,37,966504
CUST_7656,기타,간편결제,광주,Gold,5,8,14.1,31,41,382741
CUST_7657,남성,신용카드,부산,Silver,3,18,18.2,32,49,276285
CUST_7658,기타,간편결제,서울,Bronze,3,18,28.2,26,17,711988
CUST_7659,여성,간편결제,서울,Bronze,4,18,20.3,62,43,453856
CUST_7660,여성,신용카드,광주,VIP,1,17,20.6,39,5,853927
CUST_7661,기타,신용카드,대구,VVIP,3,1,31.5,45,22,151538
CUST_7662,여성,계좌이체,경기,Bronze,4,17,13.0,40,46,293628
CUST_7663,기타,간편결제,광주,VVIP,4,17,24.0,56,30,131742
CUST_7664,여성,휴대폰결제,대구,VIP,2,0,28.3,25,31,327491
CUST_7665,여성,신용카드,광주,VVIP,5,6,18.4,29,33,705282
CUST_7666,남성,계좌이체,부산,VVIP,2,12,24.3,55,21,991921
CUST_7667,기타,휴대폰결제,대구,Silver,5,12,15.1,29,2,714261
CUST_7668,기타,간편결제,경기,Silver,4,15,16.6,67,41,559914
CUST_7669,기타,신용카드,대구,Bronze,5,7,21.9,37,14,963706
CUST_7670,기타,신용카드,광주,Silver,1,17,24.0,19,22,345434
CUST_7671,기타,계좌이체,서울,VIP,1,8,25.6,56,47,674940
CUST_7672,기타,휴대폰결제,부산,VIP,5,9,27.8,40,17,788355
CUST_7673,여성,간편결제,경기,Silver,4,15,19.7,29,20,643111
CUST_7674,남성,신용카드,부산,Silver,1,9,26.0,33,12,812343
CUST_7675,기타,신용카드,경기,Gold,1,13,18.3,41,36,166993
CUST_7676,기타,간편결제,경기,VIP,3,5,24.5,45,28,848066
CUST_7677,남성,신용카드,광주,Bronze,1,10,21.0,45,50,583649
CUST_7678,남성,휴대폰결제,광주,VVIP,1,6,22.2,63,23,828336
CUST_7679,기타,신용카드,부산,VVIP,3,12,22.1,27,8,702435
CUST_7680,여성,계좌이체,경기,Gold,3,13,12.0,22,32,824854
CUST_7681,기타,신용카드,서울,Silver,2,20,14.4,20,25,385416
CUST_7682,남성,신용카드,서울,Gold,1,3,20.5,63,32,834431
CUST_7683,기타,신용카드,서울,VIP,1,6,11.6,67,26,951644
CUST_7684,남성,간편결제,경기,VVIP,1,16,24.2,38,31,903088
CUST_7685,남성,간편결제,경기,VVIP,4,19,24.4,52,20,957396
CUST_7686,남성,계좌이체,경기,VVIP,5,17,21.6,56,38,301898
CUST_7687,기타,휴대폰결제,대구,Gold,3,3,14.4,62,47,192572
CUST_7688,남성,간편결제,광주,Gold,5,10,26.9,41,39,609129
CUST_7689,기타,신용카드,부산,VIP,4,4,30.2,62,20,439222
CUST_7690,기타,신용카드,대구,VVIP,4,22,20.7,46,20,725282
CUST_7691,남성,휴대폰결제,경기,VVIP,2,19,22.6,68,43,258007
CUST_7692,여성,휴대폰결제,광주,VIP,3,23,21.0,64,24,536865
CUST_7693,기타,신용카드,부산,VVIP,4,13,22.7,35,23,733198
CUST_7694,여성,신용카드,경기,VIP,3,15,19.4,34,32,105086
CUST_7695,기타,휴대폰결제,광주,Gold,4,2,19.8,26,35,716649
CUST_7696,기타,신용카드,부산,Bronze,2,20,24.5,21,33,976428
CUST_7697,기타,휴대폰결제,광주,Bronze,3,19,31.7,60,20,713198
CUST_7698,남성,신용카드,서울,Silver,2,17,13.0,19,18,141854
CUST_7699,남성,신용카드,서울,Silver,3,20,19.5,36,1,184482
CUST_7700,여성,간편결제,대구,Bronze,3,16,14.1,61,21,469253
CUST_7701,기타,간편결제,서울,Silver,3,17,28.0,58,5,575515
CUST_7702,남성,간편결제,광주,VIP,3,22,17.1,48,33,521222
CUST_7703,기타,간편결제,광주,VIP,2,3,12.8,28,35,767010
CUST_7704,기타,휴대폰결제,서울,Gold,2,8,23.2,24,13,858352
CUST_7705,남성,신용카드,서울,Silver,1,10,28.7,53,27,688243
CUST_7706,기타,휴대폰결제,서울,Silver,3,10,23.3,30,24,93650
CUST_7707,여성,신용카드,광주,Gold,3,10,21.0,43,20,741625
CUST_7708,여성,휴대폰결제,대구,Gold,1,3,22.0,27,29,622982
CUST_7709,기타,신용카드,서울,VIP,3,13,27.1,35,26,354089
CUST_7710,기타,휴대폰결제,경기,Gold,1,5,15.6,27,31,81694
CUST_7711,남성,계좌이체,광주,Silver,5,19,19.4,54,33,293078
CUST_7712,여성,신용카드,서울,Bronze,5,16,17.7,66,27,225639
CUST_7713,여성,계좌이체,광주,VIP,4,23,14.2,19,24,124257
CUST_7714,기타,휴대폰결제,서울,VVIP,2,19,18.4,49,4,601204
CUST_7715,여성,간편결제,광주,VIP,5,18,25.5,31,46,317392
CUST_7716,여성,계좌이체,부산,Gold,4,5,22.8,47,15,78685
CUST_7717,여성,간편결제,부산,Silver,1,8,23.2,27,16,814511
CUST_7718,남성,신용카드,대구,Gold,5,0,20.7,31,23,64874
CUST_7719,기타,간편결제,서울,Silver,2,0,22.6,61,30,229616
CUST_7720,여성,휴대폰결제,대구,Silver,1,8,16.0,59,14,375996
CUST_7721,기타,계좌이체,광주,VIP,1,17,18.5,44,25,214002
CUST_7722,여성,간편결제,부산,VIP,5,16,21.0,24,22,741326
CUST_7723,남성,계좌이체,대구,VIP,5,13,21.4,33,45,498024
CUST_7724,여성,간편결제,경기,Silver,5,18,21.6,65,13,210488
CUST_7725,남성,휴대폰결제,대구,Silver,1,0,19.3,23,48,289314
CUST_7726,여성,휴대폰결제,광주,VIP,3,8,18.1,44,18,719964
CUST_7727,여성,간편결제,경기,Silver,1,7,35.8,55,24,940224
CUST_7728,남성,신용카드,부산,Bronze,2,15,24.5,57,2,858506
CUST_7729,기타,계좌이체,대구,Gold,2,18,22.1,62,9,900756
CUST_7730,여성,간편결제,광주,Gold,3,1,18.8,55,23,634588
CUST_7731,여성,휴대폰결제,부산,VVIP,1,0,17.7,56,16,542721
CUST_7732,남성,간편결제,부산,VVIP,3,4,19.3,40,21,783123
CUST_7733,남성,신용카드,대구,Bronze,5,19,21.5,44,14,958298
CUST_7734,남성,신용카드,광주,VIP,3,8,10.6,19,10,206089
CUST_7735,남성,신용카드,부산,Gold,2,5,12.2,62,24,477205
CUST_7736,남성,간편결제,서울,VVIP,1,22,16.8,70,47,42938
CUST_7737,여성,계좌이체,경기,VIP,2,9,21.0,32,49,878459
CUST_7738,남성,신용카드,광주,Bronze,4,20,18.8,63,42,718488
CUST_7739,여성,신용카드,광주,VIP,1,5,27.4,68,9,459142
CUST_7740,남성,간편결제,대구,Silver,1,8,12.6,22,23,518428
CUST_7741,기타,간편결제,부산,Gold,4,20,16.2,32,10,839241
CUST_7742,기타,간편결제,서울,Silver,2,4,27.6,32,23,982424
CUST_7743,여성,휴대폰결제,부산,VIP,2,4,20.7,51,43,243267
CUST_7744,남성,계좌이체,광주,Gold,2,7,24.4,43,2,307393
CUST_7745,남성,휴대폰결제,경기,Silver,3,9,30.3,54,29,476987
CUST_7746,남성,신용카드,경기,VIP,5,3,16.5,66,1,533998
CUST_7747,남성,계좌이체,광주,VVIP,2,20,19.5,56,8,977422
CUST_7748,기타,신용카드,경기,Silver,4,7,18.6,41,33,543721
CUST_7749,남성,간편결제,광주,Silver,4,4,10.2,44,7,759418
CUST_7750,기타,휴대폰결제,경기,VVIP,1,12,18.4,59,46,286127
CUST_7751,남성,휴대폰결제,광주,VIP,4,12,24.4,35,6,268731
CUST_7752,여성,계좌이체,광주,VVIP,4,3,22.7,69,25,241149
CUST_7753,기타,신용카드,광주,Silver,1,3,23.1,66,2,542140
CUST_7754,기타,신용카드,서울,Silver,4,12,18.1,69,19,185620
CUST_7755,남성,신용카드,서울,Silver,2,12,16.7,29,24,825203
CUST_7756,여성,계좌이체,대구,VVIP,4,5,26.3,27,15,362837
CUST_7757,기타,간편결제,광주,VVIP,4,17,17.5,45,20,613012
CUST_7758,남성,휴대폰결제,경기,Gold,1,11,21.5,24,19,843200
CUST_7759,기타,계좌이체,경기,VVIP,5,23,20.8,27,9,605422
CUST_7760,기타,신용카드,서울,VVIP,2,7,27.3,47,25,411190
CUST_7761,남성,계좌이체,광주,Silver,1,5,24.9,32,24,387583
CUST_7762,기타,계좌이체,서울,VVIP,2,11,13.5,50,9,877302
CUST_7763,기타,신용카드,서울,Gold,3,6,14.1,67,32,227434
CUST_7764,남성,계좌이체,대구,Silver,2,22,22.9,59,11,389487
CUST_7765,남성,휴대폰결제,경기,VVIP,2,3,19.7,36,30,267046
CUST_7766,기타,휴대폰결제,광주,VVIP,3,11,17.7,70,21,574608
CUST_7767,남성,신용카드,대구,VIP,4,20,25.1,28,25,468625
CUST_7768,기타,간편결제,대구,Bronze,1,9,20.9,57,22,150365
CUST_7769,기타,간편결제,경기,VVIP,2,5,20.3,60,10,966074
CUST_7770,기타,휴대폰결제,경기,Bronze,1,6,23.9,25,11,744518
CUST_7771,기타,계좌이체,부산,VVIP,2,4,18.1,69,12,821391
CUST_7772,남성,계좌이체,부산,Bronze,4,4,27.8,39,49,227435
CUST_7773,여성,간편결제,부산,Bronze,4,17,16.1,42,35,213272
CUST_7774,여성,계좌이체,경기,VVIP,4,17,23.3,32,47,261411
CUST_7775,남성,휴대폰결제,경기,Silver,5,1,27.2,28,4,705922
CUST_7776,여성,신용카드,대구,Bronze,1,20,13.1,45,47,304299
CUST_7777,기타,간편결제,서울,Gold,2,21,18.3,35,2,613369
CUST_7778,여성,간편결제,광주,Silver,2,16,25.7,31,26,729333
CUST_7779,남성,휴대폰결제,광주,Silver,4,4,25.8,22,41,758985
CUST_7780,여성,계좌이체,부산,Silver,2,14,19.1,51,38,262735
CUST_7781,기타,계좌이체,경기,Bronze,2,10,16.3,60,3,871702
CUST_7782,여성,간편결제,서울,VIP,5,5,24.8,52,3,571188
CUST_7783,여성,휴대폰결제,부산,Silver,2,21,25.9,67,25,451731
CUST_7784,기타,간편결제,경기,VVIP,1,22,14.2,21,48,716128
CUST_7785,기타,간편결제,대구,VIP,3,8,14.0,63,29,419461
CUST_7786,기타,신용카드,광주,Gold,2,22,21.1,28,21,947107
CUST_7787,기타,신용카드,부산,Gold,1,15,23.1,30,18,807834
CUST_7788,여성,계좌이체,대구,Silver,2,4,18.5,66,28,227156
CUST_7789,기타,휴대폰결제,대구,VVIP,5,3,23.4,61,29,782840
CUST_7790,여성,휴대폰결제,경기,VIP,2,16,16.4,37,31,421417
CUST_7791,여성,휴대폰결제,광주,Silver,4,5,9.4,69,45,261188
CUST_7792,남성,휴대폰결제,광주,VIP,1,5,17.9,22,1,804547
CUST_7793,여성,휴대폰결제,광주,VVIP,2,20,20.3,63,8,150236
CUST_7794,여성,신용카드,대구,Gold,3,5,18.6,32,35,417338
CUST_7795,남성,간편결제,경기,Silver,1,7,14.2,22,13,869533
CUST_7796,기타,간편결제,서울,Bronze,2,14,10.9,67,24,728398
CUST_7797,여성,간편결제,대구,Bronze,5,3,17.4,64,49,600820
CUST_7798,기타,신용카드,대구,Bronze,2,0,24.5,22,48,709338
CUST_7799,여성,신용카드,대구,VVIP,1,16,26.3,49,1,881470
CUST_7800,기타,간편결제,경기,VIP,3,17,25.9,61,10,324540
CUST_7801,여성,계좌이체,대구,Bronze,1,18,15.9,36,7,80070
CUST_7802,기타,간편결제,부산,Gold,2,0,14.2,58,39,677131
CUST_7803,남성,간편결제,대구,Gold,2,5,22.5,48,20,333582
CUST_7804,남성,신용카드,부산,Bronze,1,18,23.2,19,41,549582
CUST_7805,기타,간편결제,서울,Bronze,4,23,22.0,48,22,139285
CUST_7806,기타,간편결제,서울,Bronze,3,20,9.9,24,22,991257
CUST_7807,기타,휴대폰결제,부산,Silver,2,21,15.7,50,25,320703
CUST_7808,남성,휴대폰결제,경기,Gold,1,17,19.9,70,36,527108
CUST_7809,남성,휴대폰결제,경기,VVIP,3,0,22.4,67,20,521688
CUST_7810,여성,휴대폰결제,대구,VIP,2,5,23.8,38,38,258020
CUST_7811,기타,신용카드,광주,Silver,1,9,20.7,59,13,313150
CUST_7812,여성,신용카드,부산,Silver,4,23,21.7,50,6,317679
CUST_7813,남성,간편결제,부산,Gold,1,8,20.4,69,8,712189
CUST_7814,기타,계좌이체,서울,VIP,2,9,23.4,31,27,215928
CUST_7815,여성,휴대폰결제,서울,Bronze,1,14,21.6,67,3,417246
CUST_7816,기타,휴대폰결제,부산,VIP,5,21,20.3,54,21,137648
CUST_7817,기타,신용카드,부산,Silver,1,13,18.7,41,14,937281
CUST_7818,여성,계좌이체,광주,Silver,3,8,20.4,69,5,781630
CUST_7819,남성,휴대폰결제,경기,Gold,3,18,22.4,70,14,446388
CUST_7820,여성,신용카드,부산,Bronze,4,10,21.3,23,28,346259
CUST_7821,남성,신용카드,서울,VIP,5,20,21.9,35,5,503509
CUST_7822,여성,계좌이체,경기,Bronze,1,19,26.7,31,10,445423
CUST_7823,기타,간편결제,서울,Bronze,4,5,21.3,57,9,601992
CUST_7824,기타,계좌이체,대구,VVIP,4,13,16.8,65,10,659666
CUST_7825,남성,휴대폰결제,서울,Gold,2,11,24.4,53,47,245143
CUST_7826,남성,계좌이체,대구,Silver,5,5,13.2,67,26,937085
CUST_7827,남성,휴대폰결제,부산,Gold,1,11,14.6,30,13,639638
CUST_7828,남성,계좌이체,경기,VVIP,1,12,21.7,55,3,857784
CUST_7829,여성,간편결제,서울,Bronze,3,19,22.6,47,18,397855
CUST_7830,남성,간편결제,광주,Gold,4,3,13.8,60,9,968896
CUST_7831,남성,휴대폰결제,광주,VIP,2,4,18.1,36,14,405680
CUST_7832,남성,간편결제,광주,Silver,3,2,17.0,20,45,474114
CUST_7833,기타,휴대폰결제,광주,Gold,1,9,17.6,19,11,946672
CUST_7834,기타,간편결제,대구,Gold,4,1,24.7,28,49,663942
CUST_7835,기타,휴대폰결제,경기,VIP,3,9,23.5,48,35,991069
CUST_7836,기타,간편결제,서울,Silver,3,16,19.9,58,50,293488
CUST_7837,기타,휴대폰결제,경기,Silver,3,4,17.3,69,23,782719
CUST_7838,남성,계좌이체,광주,VVIP,5,6,13.3,47,25,53584
CUST_7839,기타,계좌이체,광주,VVIP,5,6,27.1,62,15,924507
CUST_7840,남성,신용카드,부산,Bronze,2,6,23.0,29,37,273356
CUST_7841,남성,휴대폰결제,서울,VVIP,1,10,16.5,43,10,145042
CUST_7842,남성,간편결제,경기,VIP,3,17,23.6,62,26,996552
CUST_7843,여성,신용카드,서울,VVIP,4,23,19.6,26,46,44928
CUST_7844,여성,신용카드,경기,Gold,4,14,18.6,46,45,568278
CUST_7845,남성,간편결제,서울,Bronze,4,4,22.2,48,37,161050
CUST_7846,남성,계좌이체,경기,VIP,4,13,16.3,38,20,800069
CUST_7847,여성,휴대폰결제,경기,Silver,1,16,18.3,40,26,361918
CUST_7848,기타,계좌이체,경기,VVIP,2,22,20.6,52,17,487883
CUST_7849,남성,휴대폰결제,서울,VVIP,3,10,17.5,48,45,205526
CUST_7850,남성,간편결제,서울,VIP,5,22,23.3,44,44,175273
CUST_7851,여성,간편결제,부산,VVIP,2,3,29.3,70,50,311655
CUST_7852,여성,휴대폰결제,서울,VIP,1,23,16.2,45,26,65783
CUST_7853,여성,간편결제,경기,VVIP,4,2,11.7,56,27,834758
CUST_7854,기타,신용카드,대구,Gold,4,18,10.0,63,4,424492
CUST_7855,기타,휴대폰결제,경기,Bronze,4,13,19.2,49,30,697337
CUST_7856,여성,휴대폰결제,서울,Silver,4,17,16.7,59,40,219695
CUST_7857,기타,계좌이체,경기,VVIP,1,5,21.0,62,45,643739
CUST_7858,여성,휴대폰결제,경기,VVIP,4,10,20.7,50,16,101862
CUST_7859,기타,계좌이체,대구,VVIP,5,14,12.0,48,32,665207
CUST_7860,기타,간편결제,대구,Bronze,5,4,10.9,30,39,857843
CUST_7861,기타,휴대폰결제,서울,Gold,1,20,21.5,21,3,976954
CUST_7862,여성,계좌이체,대구,Bronze,1,8,20.7,27,40,578860
CUST_7863,기타,신용카드,광주,Gold,3,8,17.9,42,9,142281
CUST_7864,기타,휴대폰결제,경기,Gold,2,11,11.7,38,38,789210
CUST_7865,여성,신용카드,대구,Gold,2,16,22.4,35,36,741985
CUST_7866,여성,계좌이체,부산,Bronze,2,1,26.4,68,7,599759
CUST_7867,여성,계좌이체,서울,Silver,1,11,21.4,20,4,443216
CUST_7868,남성,휴대폰결제,대구,VIP,5,8,15.8,66,4,772526
CUST_7869,남성,간편결제,광주,VVIP,1,12,20.2,69,43,812574
CUST_7870,남성,신용카드,대구,VIP,2,12,13.2,36,30,801631
CUST_7871,기타,신용카드,부산,Gold,3,9,25.3,20,43,132045
CUST_7872,남성,계좌이체,부산,VIP,1,17,20.4,45,47,184133
CUST_7873,남성,간편결제,서울,Silver,1,1,11.2,34,23,272154
CUST_7874,남성,휴대폰결제,경기,VIP,4,10,18.5,43,7,267600
CUST_7875,기타,간편결제,경기,VVIP,3,17,22.3,37,39,805707
CUST_7876,기타,간편결제,광주,VIP,1,8,18.3,64,38,746378
CUST_7877,여성,간편결제,광주,Silver,2,8,18.6,36,21,388191
CUST_7878,기타,계좌이체,경기,VIP,2,23,13.9,32,43,17805
CUST_7879,기타,휴대폰결제,경기,Gold,4,5,22.8,47,7,811664
CUST_7880,여성,간편결제,대구,VIP,5,1,16.8,52,32,297228
CUST_7881,남성,휴대폰결제,경기,Bronze,2,3,9.2,24,36,295732
CUST_7882,여성,계좌이체,광주,VIP,2,9,18.1,65,20,475132
CUST_7883,기타,간편결제,서울,Silver,1,2,24.9,24,14,359376
CUST_7884,기타,신용카드,경기,VVIP,3,6,18.1,37,13,148155
CUST_7885,여성,간편결제,부산,VIP,5,1,28.7,31,6,182504
CUST_7886,남성,간편결제,대구,Gold,1,21,22.1,38,17,667278
CUST_7887,여성,신용카드,서울,Silver,5,5,21.7,23,2,768810
CUST_7888,기타,간편결제,부산,Gold,2,19,19.4,46,19,506183
CUST_7889,기타,간편결제,경기,Bronze,5,20,19.7,33,41,840501
CUST_7890,기타,신용카드,대구,Bronze,4,3,18.7,28,44,190362
CUST_7891,여성,계좌이체,부산,Gold,5,23,18.5,62,49,583046
CUST_7892,남성,계좌이체,경기,VIP,5,2,22.7,21,29,845436
CUST_7893,여성,간편결제,부산,VIP,1,2,15.3,31,11,21622
CUST_7894,기타,휴대폰결제,경기,VIP,3,22,14.6,26,3,324276
CUST_7895,여성,휴대폰결제,부산,VIP,2,17,14.4,50,14,959843
CUST_7896,여성,신용카드,부산,VIP,2,14,30.2,19,37,382028
CUST_7897,기타,계좌이체,경기,Bronze,4,11,22.7,56,27,486769
CUST_7898,남성,휴대폰결제,부산,VVIP,3,3,21.5,52,33,589546
CUST_7899,여성,신용카드,경기,Gold,2,20,14.7,40,39,578442
CUST_7900,남성,휴대폰결제,광주,VIP,3,13,23.1,32,20,612264
CUST_7901,기타,신용카드,대구,Silver,2,1,19.4,19,12,892515
CUST_7902,남성,간편결제,부산,VVIP,1,12,21.1,24,33,958226
CUST_7903,여성,간편결제,대구,Gold,3,8,15.1,53,38,207132
CUST_7904,기타,신용카드,광주,Bronze,5,3,20.8,28,38,957476
CUST_7905,여성,간편결제,경기,Bronze,1,6,17.9,55,24,534710
CUST_7906,여성,간편결제,광주,Silver,3,0,16.2,53,13,592750
CUST_7907,남성,계좌이체,광주,VIP,2,22,23.7,50,39,641450
CUST_7908,남성,간편결제,광주,VIP,2,10,12.3,55,40,959462
CUST_7909,여성,계좌이체,경기,Silver,3,7,22.8,24,19,876410
CUST_7910,여성,간편결제,경기,VIP,3,22,23.4,31,43,918917
CUST_7911,여성,계좌이체,경기,VIP,5,14,15.6,49,30,212977
CUST_7912,기타,간편결제,서울,Gold,3,14,15.9,69,25,558731
CUST_7913,기타,계좌이체,서울,VIP,5,19,18.9,43,8,668487
CUST_7914,여성,간편결제,경기,Silver,2,14,21.4,36,50,757808
CUST_7915,남성,휴대폰결제,경기,Silver,3,5,19.2,53,27,74527
CUST_7916,여성,간편결제,서울,Bronze,2,23,22.2,21,31,537353
CUST_7917,남성,신용카드,광주,VVIP,2,1,28.8,63,9,722753
CUST_7918,여성,계좌이체,광주,VIP,4,8,17.5,63,31,381719
CUST_7919,여성,휴대폰결제,경기,Gold,2,21,11.4,60,17,470869
CUST_7920,남성,계좌이체,광주,Gold,4,17,24.1,39,20,504514
CUST_7921,남성,신용카드,광주,Bronze,5,0,28.4,56,2,514443
CUST_7922,기타,휴대폰결제,서울,Silver,5,14,22.0,57,30,844877
CUST_7923,남성,계좌이체,광주,Gold,3,14,14.6,19,19,767218
CUST_7924,기타,계좌이체,광주,Gold,3,13,19.4,28,23,568787
CUST_7925,남성,계좌이체,부산,Gold,3,1,14.4,36,18,493620
CUST_7926,남성,계좌이체,경기,Bronze,4,13,23.2,31,31,183651
CUST_7927,여성,휴대폰결제,대구,Gold,1,1,13.2,34,38,280911
CUST_7928,기타,신용카드,부산,VIP,3,9,18.5,58,23,932721
CUST_7929,기타,간편결제,서울,VVIP,3,7,15.0,66,26,287211
CUST_7930,기타,휴대폰결제,경기,Bronze,3,3,20.6,29,8,912968
CUST_7931,남성,신용카드,서울,VVIP,5,12,18.2,70,14,817139
CUST_7932,기타,신용카드,부산,VIP,2,23,20.9,57,21,197716
CUST_7933,여성,휴대폰결제,경기,VIP,4,20,20.1,31,32,966127
CUST_7934,기타,휴대폰결제,광주,VVIP,5,22,15.1,41,12,838651
CUST_7935,여성,휴대폰결제,광주,Gold,2,20,23.1,39,5,811347
CUST_7936,여성,간편결제,부산,Bronze,3,17,19.8,19,39,838144
CUST_7937,기타,간편결제,대구,Bronze,5,22,15.1,31,24,661464
CUST_7938,기타,간편결제,대구,VVIP,5,18,31.2,26,20,175051
CUST_7939,여성,계좌이체,광주,Bronze,2,20,22.4,51,39,695964
CUST_7940,기타,계좌이체,서울,VIP,3,22,19.2,22,27,759627
CUST_7941,여성,신용카드,광주,VIP,4,15,27.1,57,17,156600
CUST_7942,여성,신용카드,부산,Silver,1,14,29.2,45,11,758050
CUST_7943,기타,계좌이체,부산,VIP,1,18,19.3,41,13,55851
CUST_7944,남성,간편결제,경기,VVIP,2,15,21.7,31,28,734483
CUST_7945,여성,간편결제,경기,Bronze,4,14,15.1,65,29,776505
CUST_7946,기타,간편결제,광주,VIP,4,7,19.3,40,40,790328
CUST_7947,남성,휴대폰결제,대구,Silver,4,5,19.0,20,28,539865
CUST_7948,남성,신용카드,경기,Silver,1,2,20.9,55,16,965812
CUST_7949,남성,계좌이체,서울,VVIP,4,2,21.7,38,30,673457
CUST_7950,여성,계좌이체,대구,Bronze,2,2,22.8,21,21,891707
CUST_7951,여성,휴대폰결제,대구,VVIP,2,3,21.2,25,32,201848
CUST_7952,여성,계좌이체,경기,VIP,3,9,13.9,70,47,500177
CUST_7953,남성,신용카드,대구,Gold,1,22,15.3,55,37,576767
CUST_7954,여성,간편결제,경기,Bronze,4,21,17.3,60,11,528543
CUST_7955,여성,휴대폰결제,대구,VIP,2,6,18.6,46,4,608095
CUST_7956,여성,간편결제,경기,Gold,3,2,25.3,50,43,903946
CUST_7957,기타,간편결제,서울,VVIP,2,18,14.2,19,20,770409
CUST_7958,기타,신용카드,경기,Gold,3,23,18.2,25,41,52563
CUST_7959,여성,휴대폰결제,부산,VIP,3,10,24.8,23,38,698609
CUST_7960,여성,계좌이체,서울,Bronze,5,10,18.5,58,15,721557
CUST_7961,남성,간편결제,서울,VIP,2,21,22.3,68,14,53561
CUST_7962,남성,계좌이체,광주,VVIP,1,19,19.3,67,6,981070
CUST_7963,기타,계좌이체,광주,Bronze,4,19,21.3,59,40,233655
CUST_7964,남성,간편결제,부산,Bronze,4,8,18.9,54,10,349962
CUST_7965,남성,계좌이체,대구,VVIP,4,6,23.3,41,7,771927
CUST_7966,기타,신용카드,서울,Bronze,1,21,12.3,65,50,494505
CUST_7967,남성,휴대폰결제,부산,Bronze,2,17,18.2,68,34,881205
CUST_7968,남성,간편결제,서울,Bronze,5,16,21.5,19,14,788238
CUST_7969,남성,휴대폰결제,서울,VVIP,5,20,22.7,58,8,56194
CUST_7970,남성,휴대폰결제,경기,Gold,3,20,27.5,33,4,422930
CUST_7971,남성,신용카드,경기,Gold,4,7,18.0,65,9,164178
CUST_7972,여성,휴대폰결제,대구,Gold,2,11,27.4,41,15,920652
CUST_7973,여성,휴대폰결제,부산,VIP,4,1,16.7,56,38,935370
CUST_7974,남성,신용카드,경기,VIP,3,4,26.6,61,13,645385
CUST_7975,여성,계좌이체,부산,VVIP,5,22,24.1,29,44,648472
CUST_7976,여성,신용카드,부산,VVIP,4,20,15.4,65,40,915031
CUST_7977,기타,계좌이체,경기,Bronze,2,19,21.5,63,16,677722
